limit_bal,education,marriage,age,bill_amt,pay_amt,default
140000,primary,no,32,368645,42986,0
130000,post-grad,no,27,412867,18622,0
100000,secondary,no,23,108923,16738,0
100000,secondary,no,25,511307,19000,0
50000,secondary,no,26,207145,7900,1
360000,primary,no,31,3300,3300,0
10000,post-grad,no,42,46980,5800,1
50000,post-grad,yes,65,269781,7763,0
10000,secondary,no,24,34874,11000,0
210000,primary,yes,38,4410,3998,1
320000,secondary,yes,31,31064,24533,0
70000,secondary,no,23,254641,10585,0
160000,secondary,no,24,264377,10000,1
180000,secondary,yes,36,48011,27066,1
70000,secondary,yes,27,345218,9500,1
280000,secondary,no,30,7865,3723,0
40000,primary,no,29,0,0,0
50000,post-grad,no,51,212342,10000,0
80000,other,yes,25,455671,20533,0
30000,post-grad,no,42,184724,2171,1
20000,secondary,yes,24,750,693,0
130000,secondary,no,42,747171,30200,0
10000,secondary,no,25,3692,3211,0
70000,primary,no,25,277171,10279,0
280000,primary,no,34,1322219,97808,0
300000,primary,yes,34,591008,96749,0
50000,secondary,yes,40,201576,21246,1
230000,secondary,yes,29,414767,14528,0
80000,secondary,yes,39,417422,25350,0
50000,primary,no,38,6960,6960,1
470000,secondary,no,40,1752248,65951,0
210000,secondary,no,39,209883,26000,0
200000,primary,no,32,1681,1545,0
50000,secondary,yes,46,234055,7748,0
300000,secondary,yes,37,339860,14094,0
500000,primary,yes,33,7884,12497,0
150000,secondary,yes,36,215095,76483,0
50000,secondary,no,25,36769,12337,0
270000,primary,yes,37,711714,30000,1
60000,secondary,no,27,298086,9510,1
200000,post-grad,no,31,1063461,42208,0
50000,secondary,no,23,65694,3650,0
140000,primary,no,31,62380,47109,1
120000,secondary,no,25,15987,4706,0
20000,secondary,yes,29,92685,4365,0
210000,primary,no,30,129447,120000,0
70000,post-grad,no,27,344487,14208,0
230000,secondary,no,37,0,0,1
270000,secondary,yes,33,79996,79869,0
20000,primary,no,56,67567,20630,0
120000,primary,no,30,1956,1956,0
140000,primary,no,24,22026,25455,0
180000,secondary,no,33,835665,29345,0
190000,primary,yes,36,6500,32881,0
100000,secondary,no,29,497307,19611,0
50000,primary,no,26,243946,10998,0
150000,post-grad,yes,44,576290,17392,0
250000,secondary,yes,38,1484843,55538,0
220000,primary,yes,24,1092139,28515,1
200000,post-grad,no,28,207004,32000,0
250000,secondary,yes,44,194073,17000,0
280000,primary,no,32,1380443,178473,0
30000,post-grad,yes,64,93775,8600,1
80000,secondary,no,29,300080,18000,0
380000,secondary,no,31,1541677,126638,0
350000,secondary,yes,32,840800,469637,0
160000,primary,no,48,45297,0,1
70000,post-grad,yes,45,320150,12356,1
150000,primary,yes,33,0,0,0
160000,primary,yes,39,295560,16100,0
40000,secondary,no,27,189221,12800,1
350000,secondary,no,30,1430256,62852,0
50000,post-grad,no,27,241301,11538,1
220000,primary,yes,38,58282,10500,0
200000,primary,yes,26,51027,40361,0
390000,primary,yes,41,37592,18869,0
330000,primary,no,32,33904,8291,0
100000,primary,yes,60,604778,23249,1
70000,secondary,yes,58,307613,8266,0
240000,primary,yes,41,806359,32379,0
30000,secondary,no,23,163655,12000,0
30000,secondary,yes,43,105205,7861,1
160000,secondary,no,29,839220,28995,0
120000,secondary,yes,40,104554,42000,0
10000,secondary,yes,55,39295,3200,1
470000,primary,no,33,418659,29531,0
200000,secondary,no,26,13619,7360,1
50000,other,no,22,55879,7504,0
90000,primary,no,29,194,411,0
220000,primary,yes,35,1860,2880,0
40000,secondary,no,23,77164,29487,1
200000,post-grad,yes,50,1022734,27017,1
120000,secondary,yes,43,187876,8500,0
210000,primary,yes,43,2526,5394,1
30000,secondary,no,22,178013,4613,0
110000,secondary,yes,54,356178,12100,1
280000,secondary,yes,35,1641400,59743,0
150000,primary,yes,31,0,0,0
20000,post-grad,no,49,106776,7539,0
80000,secondary,no,25,130483,38457,0
50000,secondary,yes,43,179979,7522,1
170000,primary,no,36,579550,28000,0
200000,primary,yes,45,479,479,1
300000,primary,no,38,2892,3794,0
100000,secondary,yes,46,108667,4200,1
80000,primary,no,28,14635,7931,0
30000,primary,yes,32,150553,4655,1
80000,primary,yes,35,88663,11701,0
60000,primary,no,30,1584,1320,1
110000,secondary,no,24,326602,10210,0
10000,secondary,yes,46,32074,12726,1
290000,post-grad,no,32,147384,18000,0
30000,primary,no,26,85477,32305,0
60000,secondary,no,45,263351,9509,0
150000,post-grad,yes,49,21245,17434,0
750000,post-grad,yes,40,150002,211280,0
30000,secondary,yes,29,80112,5900,0
160000,secondary,no,51,28356,26700,0
50000,secondary,yes,31,154795,22594,1
50000,primary,no,42,172827,138656,0
160000,secondary,no,30,473607,18952,0
150000,primary,no,23,720874,24738,0
30000,secondary,yes,42,174456,9958,0
350000,primary,yes,35,39941,10500,0
20000,primary,no,24,117099,9300,0
50000,secondary,no,39,95214,4429,0
180000,post-grad,yes,27,64152,26000,1
30000,post-grad,no,23,141254,3545,1
100000,secondary,yes,52,233111,18786,0
20000,secondary,no,24,76330,4600,0
80000,primary,no,29,343812,12156,0
150000,secondary,yes,43,498574,27161,0
230000,primary,no,30,11084,11212,0
50000,primary,yes,25,35214,8500,0
210000,primary,no,39,15070,12072,0
50000,secondary,no,41,296814,9214,0
240000,secondary,yes,37,17236,17860,0
500000,post-grad,no,40,1170606,220219,0
210000,secondary,no,28,11573,1000,0
160000,secondary,yes,40,0,200,0
250000,primary,no,48,0,0,1
500000,primary,no,46,76629,25647,0
100000,secondary,yes,35,376020,17300,1
20000,secondary,no,26,100172,10022,0
30000,secondary,yes,30,29976,1525,0
50000,primary,no,27,103678,49028,0
160000,secondary,no,27,704972,62958,0
50000,post-grad,no,28,2539,24238,0
90000,post-grad,yes,25,6570,3207,1
20000,secondary,no,28,76176,6982,0
50000,primary,yes,44,108570,3871,0
230000,post-grad,no,39,48002,3200,0
150000,secondary,no,31,463726,15171,0
50000,primary,no,45,191539,8408,0
280000,primary,no,36,28010,720,0
500000,primary,yes,37,1755271,85200,0
90000,secondary,yes,47,70217,69410,0
360000,primary,no,29,189977,52611,0
140000,secondary,no,50,191624,113182,0
140000,primary,no,44,35290,30003,0
230000,primary,no,44,0,0,1
50000,secondary,no,25,145508,20955,0
130000,secondary,yes,50,6375,7379,0
330000,primary,no,44,1545434,59894,1
210000,primary,no,30,66629,31012,0
10000,primary,yes,27,41262,4653,0
50000,secondary,yes,54,202737,7007,0
100000,primary,yes,46,275537,16500,0
70000,post-grad,yes,26,215918,12745,0
50000,secondary,yes,45,267933,14678,0
170000,primary,yes,28,55362,12265,0
100000,secondary,yes,50,282978,13441,1
80000,primary,yes,36,256535,19252,0
150000,post-grad,no,27,406297,15911,0
50000,post-grad,no,23,168372,6996,0
80000,secondary,yes,34,42162,52162,0
120000,primary,no,24,492661,19089,0
470000,post-grad,yes,47,632964,169702,0
80000,post-grad,yes,52,56754,2744,0
60000,primary,no,30,305889,15300,0
80000,secondary,no,42,316747,12879,0
50000,secondary,yes,57,108557,15858,1
500000,primary,yes,43,2488760,90532,1
110000,secondary,no,26,263214,22300,0
80000,secondary,yes,44,81919,2150,0
50000,secondary,no,27,267212,17523,1
400000,primary,yes,44,1364076,9193,1
90000,primary,no,29,539566,22280,0
150000,other,yes,53,822505,40788,0
360000,primary,yes,35,10908,287,0
170000,post-grad,yes,29,608289,19900,0
110000,post-grad,no,37,395040,15348,1
220000,primary,no,29,1135096,46235,0
200000,secondary,yes,36,1164517,73400,0
500000,primary,no,47,177421,177821,0
340000,primary,yes,48,1526165,49283,0
180000,secondary,no,32,0,0,0
490000,primary,no,44,31372,33268,0
60000,secondary,no,26,260862,8319,0
250000,primary,no,30,16478,14768,0
20000,secondary,no,30,108639,6382,1
170000,post-grad,yes,39,994790,37100,0
160000,post-grad,no,37,118726,12551,1
80000,primary,no,25,1672,0,0
380000,primary,yes,36,4375,17526,0
70000,post-grad,yes,33,276143,10691,1
80000,primary,no,29,431637,17292,0
380000,secondary,yes,58,1890669,68280,0
230000,primary,no,24,48551,39559,0
130000,secondary,no,28,673361,19361,1
160000,primary,yes,35,2851,0,0
50000,post-grad,yes,42,141454,17302,0
180000,primary,yes,45,568500,32000,0
220000,secondary,no,31,486062,20000,0
200000,post-grad,yes,41,834,7982,1
520000,post-grad,yes,41,1903235,50884,1
30000,secondary,no,46,85616,7159,1
150000,secondary,no,41,5138,6189,0
210000,secondary,yes,32,3758,4257,0
50000,secondary,no,36,204336,8050,1
20000,secondary,yes,37,110331,5218,0
290000,primary,yes,44,75875,64843,0
50000,secondary,no,32,140426,157897,0
130000,post-grad,yes,42,673480,24465,0
60000,secondary,no,24,83210,30436,0
20000,primary,no,25,83775,5942,0
160000,secondary,no,35,793688,39854,0
250000,post-grad,yes,39,86782,77177,0
80000,post-grad,yes,38,120363,6910,0
60000,secondary,yes,33,233339,7898,0
80000,secondary,no,30,272761,76133,1
60000,secondary,no,25,249069,7957,0
410000,primary,yes,38,26351,15484,0
240000,primary,no,34,155122,20960,0
30000,post-grad,no,46,85201,3941,1
200000,secondary,no,31,18702,4706,0
180000,secondary,yes,46,174559,24638,0
100000,secondary,no,32,570105,39000,0
50000,other,no,42,215334,7163,1
60000,post-grad,no,45,11256,11256,1
50000,primary,no,26,52431,6900,1
240000,primary,yes,34,9550,9637,0
220000,primary,no,29,212778,26158,0
40000,post-grad,no,42,8240,3603,0
80000,primary,no,23,150315,3657,0
320000,secondary,no,52,8486,47076,0
420000,secondary,yes,43,324291,126512,0
500000,secondary,yes,48,231712,226633,0
290000,secondary,no,24,720215,38024,0
190000,primary,yes,45,953091,39035,0
100000,primary,no,33,608302,38650,1
230000,secondary,no,26,0,8618,0
50000,secondary,yes,36,114954,4000,0
210000,secondary,yes,43,163764,116492,0
90000,secondary,no,24,0,0,1
480000,post-grad,yes,56,639738,28800,0
120000,primary,no,41,175773,62000,0
160000,secondary,no,28,965703,35332,0
110000,secondary,yes,27,295518,13000,0
260000,secondary,yes,60,1960,2020,0
80000,primary,no,24,20973,20125,0
50000,secondary,yes,58,14955,14514,0
50000,secondary,yes,45,151600,6526,1
100000,secondary,no,29,414743,18674,0
20000,post-grad,yes,56,76537,9000,1
260000,primary,yes,44,10779,69657,0
680000,primary,yes,42,1110387,45000,0
50000,secondary,no,25,147907,50833,0
170000,primary,no,27,657645,23880,0
210000,secondary,yes,37,2608,1956,1
500000,primary,yes,51,135970,157867,0
180000,primary,yes,45,139226,13848,0
340000,secondary,yes,37,6387,8747,0
160000,post-grad,no,30,693613,158091,0
30000,secondary,yes,22,154718,7028,1
230000,secondary,yes,44,853896,26166,0
30000,post-grad,no,22,108453,3459,0
480000,secondary,no,33,375365,301267,0
360000,primary,yes,44,28244,11602,0
500000,primary,yes,50,470157,15610,1
220000,primary,yes,37,40276,47805,0
100000,primary,no,29,409690,12364,1
200000,secondary,no,31,1500,1500,0
200000,primary,no,40,1005906,41726,0
90000,secondary,no,23,543658,24527,0
50000,secondary,no,24,169829,14029,0
80000,secondary,yes,42,288078,11700,1
260000,primary,yes,48,16672,5000,0
80000,post-grad,yes,25,329389,11620,0
20000,primary,no,23,-6378,0,1
50000,secondary,no,53,22075,17129,0
90000,primary,no,29,551049,21581,0
290000,secondary,yes,30,1511734,54608,0
20000,post-grad,yes,30,131912,18900,0
230000,primary,no,36,0,0,0
360000,secondary,no,34,20545,9597,0
50000,secondary,no,40,205466,8000,1
80000,secondary,no,36,245020,88216,0
100000,secondary,no,56,506458,19800,1
390000,primary,no,28,1347348,42300,0
120000,secondary,yes,52,457721,21180,0
20000,secondary,no,35,97113,724,0
150000,secondary,no,24,139809,14842,1
20000,secondary,yes,38,76040,20584,1
20000,primary,yes,44,106467,7306,0
250000,primary,no,44,638709,30000,0
230000,secondary,no,25,172608,78349,0
20000,post-grad,yes,40,125025,10160,0
80000,secondary,yes,41,142024,7338,0
310000,secondary,no,32,299030,11800,0
480000,primary,no,49,2185486,74199,0
20000,primary,no,24,16332,187,0
50000,post-grad,yes,22,243649,10355,0
190000,secondary,yes,35,1300880,149000,1
50000,secondary,no,41,194041,9275,0
50000,secondary,no,29,63951,7000,1
50000,secondary,yes,38,120176,9000,0
300000,secondary,yes,45,206656,215383,0
60000,secondary,yes,33,210737,13079,0
260000,primary,no,28,48172,57625,0
190000,primary,no,27,421399,103960,0
500000,post-grad,no,53,1629462,55313,0
300000,primary,no,31,129388,40333,0
50000,secondary,no,43,210335,6097,1
50000,post-grad,yes,27,194756,9104,1
130000,secondary,yes,42,119286,23280,0
80000,primary,yes,38,604,0,0
50000,secondary,no,37,259460,10776,0
50000,secondary,no,31,135301,7525,0
120000,primary,no,27,365325,15000,0
220000,primary,no,33,68666,71994,0
50000,primary,no,35,292234,15700,0
90000,primary,no,29,541178,21690,0
360000,secondary,no,43,0,84216,0
280000,secondary,yes,49,96323,73140,0
270000,primary,yes,57,46217,34078,0
200000,primary,yes,31,600884,19049,0
80000,post-grad,no,25,406603,15656,0
60000,primary,no,34,27486,27486,0
60000,secondary,no,31,257858,11100,0
90000,primary,no,28,368514,93500,0
10000,post-grad,no,48,52498,3900,0
140000,secondary,no,36,517103,18551,0
280000,primary,yes,42,750181,21491,1
140000,secondary,yes,24,438647,23000,0
110000,post-grad,yes,52,92349,7095,0
120000,post-grad,no,26,186691,93933,0
130000,secondary,yes,39,782547,30708,0
290000,secondary,yes,48,762080,36949,0
80000,secondary,yes,33,139920,9900,0
50000,secondary,no,22,96605,5000,1
450000,secondary,yes,33,4967,4649,0
50000,post-grad,yes,37,178929,5560,1
170000,primary,no,27,497450,13261,0
210000,secondary,no,30,359492,48326,0
30000,secondary,no,23,145389,8808,0
230000,primary,no,33,322984,12400,0
170000,secondary,no,34,4786,4028,1
20000,secondary,no,22,116203,5442,0
50000,post-grad,yes,54,147703,5918,0
100000,secondary,yes,42,400989,17500,0
140000,primary,no,27,390,2943,0
100000,primary,no,30,444592,17807,0
150000,primary,yes,37,4768,3435,1
60000,post-grad,no,23,102206,9347,1
200000,post-grad,yes,33,1191819,45239,1
200000,primary,no,27,82895,37948,0
50000,primary,no,35,187627,6076,1
60000,secondary,no,32,168831,6200,0
50000,post-grad,yes,32,280246,8532,1
140000,secondary,yes,55,119892,23088,0
640000,primary,no,41,349659,16775,0
210000,secondary,yes,41,550242,21400,1
60000,secondary,yes,27,191892,9600,0
80000,secondary,yes,32,438340,13250,1
290000,primary,yes,37,10868,10309,1
150000,primary,no,28,0,0,0
200000,secondary,no,40,824004,214199,0
130000,secondary,no,29,25755,5500,1
490000,secondary,no,34,895087,285066,0
200000,secondary,yes,40,16612,8058,1
210000,primary,yes,54,162809,109862,0
260000,primary,no,29,14329,10610,1
80000,secondary,yes,42,288737,12205,0
50000,post-grad,yes,53,157323,10724,0
210000,secondary,no,30,396740,118186,0
210000,secondary,no,52,99134,64040,0
40000,post-grad,yes,41,131391,6822,0
110000,secondary,yes,33,896696,144480,0
50000,primary,no,49,135030,9088,0
80000,primary,no,27,10039,6043,0
80000,primary,no,37,25240,19385,1
250000,primary,no,43,491366,18033,0
100000,primary,no,27,470694,18400,0
50000,secondary,no,29,284180,14000,1
150000,primary,no,32,756876,33500,1
70000,secondary,no,30,124256,7842,1
150000,primary,no,29,14909,14660,0
360000,primary,no,31,7211,46585,0
90000,secondary,no,29,358204,35611,0
160000,secondary,yes,28,45895,3776,0
70000,secondary,no,36,244731,8518,0
360000,secondary,yes,33,1642177,55899,0
420000,primary,no,33,34161,408543,0
50000,secondary,yes,47,131648,6839,0
160000,secondary,no,28,682544,23300,1
100000,secondary,yes,38,349,899,0
240000,post-grad,yes,41,35625,25838,0
390000,primary,no,42,525613,27203,0
80000,secondary,yes,37,309924,11098,0
360000,primary,no,29,161908,11289,1
210000,secondary,yes,34,20133,19219,0
320000,primary,no,28,7737,8207,1
20000,post-grad,yes,50,57758,6502,0
180000,secondary,yes,27,826839,19534,1
490000,secondary,yes,50,1298694,58000,0
30000,secondary,no,22,166957,8200,0
290000,primary,yes,34,1919,7301,0
340000,secondary,yes,46,0,0,0
40000,secondary,yes,43,5443,6183,0
50000,secondary,no,23,51068,60080,0
30000,secondary,no,30,124070,14779,1
60000,primary,no,34,3477,2524,0
180000,other,no,29,166726,14520,0
160000,post-grad,yes,57,2340,2340,0
170000,primary,yes,33,401557,159665,0
50000,secondary,yes,42,122592,25955,0
50000,secondary,yes,45,62830,4745,0
360000,primary,yes,32,0,0,0
160000,secondary,yes,35,818001,32652,1
260000,primary,no,39,567858,108271,0
350000,primary,no,31,811027,535000,0
30000,secondary,no,26,159791,9408,0
180000,secondary,no,27,106848,4690,0
230000,primary,no,30,4615,3679,0
50000,primary,no,29,0,0,0
370000,secondary,yes,38,2066203,80217,1
30000,secondary,yes,42,174590,10816,0
280000,primary,no,31,10821,7857,0
210000,secondary,no,53,2340,2340,1
150000,primary,yes,49,2607,4422,0
170000,primary,no,30,67179,37645,0
80000,secondary,no,28,460812,18745,0
30000,secondary,yes,29,105265,5300,1
50000,secondary,no,38,303484,11999,0
140000,secondary,no,24,189496,48389,0
30000,primary,yes,22,155853,5910,0
50000,secondary,yes,45,170064,46594,0
20000,primary,no,24,1950,1560,0
180000,primary,yes,37,69622,5500,0
30000,secondary,no,46,97845,3500,0
210000,secondary,no,26,560933,46500,0
30000,secondary,no,35,90521,9032,0
50000,secondary,no,31,121385,7100,0
270000,primary,no,31,6669,12978,0
70000,secondary,no,25,150667,7171,0
110000,secondary,no,32,250172,149025,0
20000,primary,no,24,30373,27786,1
150000,secondary,yes,37,892330,26707,1
420000,primary,yes,59,688590,23272,0
20000,primary,no,24,3565,4971,0
50000,secondary,no,51,189950,26944,0
170000,primary,no,51,952975,29628,0
20000,post-grad,yes,35,117817,5636,0
360000,post-grad,no,36,2338,0,1
280000,primary,no,34,10563,1000,0
340000,primary,no,35,13262,30786,0
180000,primary,yes,46,516874,30214,1
280000,primary,no,33,761884,178901,1
60000,primary,no,27,152030,22000,1
150000,primary,yes,56,373630,21458,1
300000,primary,no,24,216692,15577,0
210000,primary,yes,34,863998,38121,0
50000,primary,no,29,181066,9053,0
140000,primary,no,30,2192,2364,0
180000,primary,no,42,234818,63000,0
380000,post-grad,yes,44,259722,10933,0
10000,secondary,no,22,17058,2380,0
50000,post-grad,yes,45,159205,6848,0
50000,secondary,no,22,231581,8727,1
50000,primary,no,25,74519,13539,0
140000,secondary,yes,37,51840,10000,0
110000,secondary,no,36,537868,18606,0
260000,secondary,yes,63,9762,7897,0
50000,secondary,no,26,174749,5315,0
